Rk,Player,Ind,From,To,Tm,Lg,MPG,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
108,T.J. Warren,warretj01,2015,2020,TOT,NBA,28.6,322,226,9218,10.6,21.0,9.4,17.6,1.2,3.4,3.3,4.2,2.3,4.6,6.9,2.0,1.7,0.8,1.7,4.0,25.6,.504,.534,.350,.532,.777,.561
109,Bojan Bogdanović,bogdabo02,2015,2020,TOT,NBA,28.5,462,345,13172,8.7,18.8,5.4,10.5,3.3,8.3,4.1,4.8,0.8,5.2,6.0,2.6,1.0,0.1,2.7,2.8,24.7,.460,.513,.394,.547,.858,.590
110,Mikal Bridges,bridgmi01,2019,2020,PHO,NBA,28.5,147,80,4189,5.1,11.0,3.3,5.7,1.8,5.4,2.1,2.5,1.3,4.6,5.9,3.3,2.5,0.9,1.5,3.9,14.2,.466,.584,.341,.549,.825,.585
111,Dwight Howard,howardw01,2015,2020,TOT,NBA,28.4,338,278,9588,8.9,14.7,8.9,14.5,0.0,0.1,5.4,10.1,5.5,13.7,19.2,2.1,1.2,2.4,3.8,5.3,23.2,.608,.611,.227,.609,.532,.608
112,Reggie Jackson,jacksre01,2015,2020,TOT,NBA,28.4,358,307,10162,10.1,23.6,7.5,16.2,2.6,7.5,4.6,5.4,1.1,4.3,5.4,9.4,1.2,0.2,4.0,4.0,27.4,.427,.463,.349,.482,.852,.527
113,Rajon Rondo,rondora01,2015,2020,TOT,NBA,28.4,368,277,10456,6.5,15.1,5.2,11.3,1.3,3.7,1.0,1.9,1.4,7.0,8.4,13.8,2.3,0.2,4.8,3.5,15.4,.432,.460,.349,.476,.556,.484
114,Justise Winslow,winslju01,2016,2020,MIA,NBA,28.4,241,105,6848,6.3,15.0,4.9,10.9,1.4,4.1,2.0,3.2,1.8,7.7,9.5,4.8,1.7,0.7,2.7,4.3,16.0,.417,.447,.337,.463,.646,.486
115,Will Barton,bartowi01,2015,2020,TOT,NBA,28.3,382,156,10829,8.5,19.3,5.9,12.3,2.5,7.1,3.5,4.5,1.5,7.1,8.6,5.3,1.5,0.9,2.7,3.2,23.0,.438,.485,.357,.503,.786,.540
116,John Collins,collijo01,2018,2020,ATL,NBA,28.3,176,126,4977,10.7,18.8,9.5,15.5,1.2,3.3,4.3,5.7,4.8,9.9,14.7,2.6,0.9,1.8,2.8,5.2,27.0,.571,.615,.369,.604,.757,.634
117,Brandon Knight,knighbr03,2014,2020,TOT,NBA,28.3,305,214,8643,9.1,22.2,6.3,14.0,2.8,8.2,4.6,5.5,0.9,4.5,5.3,7.0,1.6,0.3,4.1,3.3,25.7,.411,.450,.345,.475,.830,.521
118,Myles Turner,turnemy01,2016,2020,IND,NBA,28.3,335,302,9491,8.5,17.4,7.2,13.7,1.3,3.7,3.9,5.1,2.5,9.2,11.6,2.1,1.2,3.6,2.3,4.9,22.2,.488,.524,.354,.526,.768,.565
119,Bogdan Bogdanović,bogdabo01,2018,2020,SAC,NBA,28.0,201,90,5632,8.5,19.6,5.0,10.3,3.5,9.3,2.7,3.3,0.8,4.7,5.5,6.0,1.7,0.4,2.9,3.7,23.1,.432,.488,.370,.520,.803,.547
120,Courtney Lee,leeco01,2015,2020,TOT,NBA,27.9,367,297,10230,6.6,14.6,4.5,9.2,2.1,5.4,2.1,2.5,0.7,4.0,4.7,3.4,1.8,0.4,1.6,2.9,17.4,.452,.486,.394,.525,.863,.557
121,Dion Waiters,waitedi01,2015,2020,TOT,NBA,27.9,281,139,7842,8.4,20.6,5.7,13.1,2.6,7.5,2.5,3.6,0.7,4.1,4.8,4.8,1.7,0.5,3.0,3.4,21.8,.405,.437,.351,.469,.674,.491
122,Hassan Whiteside,whiteha01,2015,2020,TOT,NBA,27.9,385,320,10729,10.8,18.5,10.8,18.4,0.0,0.1,4.2,7.0,6.3,15.8,22.1,1.3,1.1,4.5,3.1,4.9,25.9,.582,.584,.320,.584,.608,.599
123,Buddy Hield,hieldbu01,2017,2020,TOT,NBA,27.8,308,193,8572,10.3,23.4,5.5,11.7,4.8,11.7,2.4,2.7,1.4,5.9,7.3,3.8,1.4,0.5,3.0,3.5,27.9,.442,.472,.411,.545,.869,.566
124,George Hill,hillge01,2015,2020,TOT,NBA,27.7,345,231,9552,7.5,16.1,5.0,9.6,2.6,6.5,3.3,4.1,1.2,4.6,5.8,6.0,1.7,0.4,2.3,3.5,20.9,.468,.516,.398,.548,.794,.584
125,Lou Williams,willilo02,2015,2020,TOT,NBA,27.7,442,64,12256,10.0,23.8,6.8,14.6,3.3,9.2,8.9,10.3,0.8,3.7,4.5,6.9,1.6,0.4,3.8,2.3,32.3,.421,.463,.355,.490,.866,.569
126,Eric Paschall,pascher01,2020,2020,GSW,NBA,27.6,60,26,1654,9.2,18.5,8.1,14.8,1.1,3.7,4.7,6.1,2.4,5.6,8.0,3.7,0.9,0.4,2.7,3.6,24.2,.497,.550,.287,.526,.774,.571
127,Dillon Brooks,brookdi01,2018,2020,MEM,NBA,27.5,165,139,4531,8.2,19.6,5.6,12.5,2.6,7.1,3.1,4.0,1.3,4.1,5.4,3.0,1.5,0.5,2.7,5.7,22.1,.418,.449,.364,.485,.775,.518
128,Jae Crowder,crowdja01,2015,2020,TOT,NBA,27.5,445,266,12241,6.8,16.2,3.9,7.5,2.9,8.7,3.3,4.2,1.4,6.9,8.3,3.1,1.9,0.6,1.7,3.9,19.9,.421,.518,.337,.511,.789,.551
129,Tyreke Evans,evansty01,2015,2019,TOT,NBA,27.4,265,157,7252,10.0,23.2,7.7,16.7,2.3,6.5,4.4,5.9,1.3,6.7,8.0,8.7,2.0,0.6,4.3,3.8,26.7,.431,.459,.359,.481,.738,.518
130,DeMarre Carroll,carrode01,2015,2020,TOT,NBA,27.3,329,244,8971,6.7,16.0,3.8,7.8,2.9,8.1,3.6,4.8,2.1,7.0,9.1,2.6,1.7,0.5,1.9,3.7,20.0,.421,.482,.363,.514,.736,.551
131,Pau Gasol,gasolpa01,2015,2019,TOT,NBA,27.3,321,258,8771,9.7,20.1,8.8,18.2,0.8,1.9,4.9,6.3,3.7,13.5,17.2,5.5,0.7,2.6,3.1,3.2,25.0,.481,.486,.425,.501,.771,.546
132,Rodney Hood,hoodro01,2015,2020,TOT,NBA,27.3,341,248,9326,8.4,19.8,5.2,11.2,3.2,8.6,3.2,3.9,0.7,4.7,5.4,3.5,1.4,0.4,2.1,4.1,23.3,.426,.467,.372,.507,.839,.542
133,Tristan Thompson,thomptr01,2015,2020,CLE,NBA,27.3,395,240,10790,6.5,11.8,6.5,11.6,0.0,0.1,2.9,4.9,6.3,9.9,16.2,1.9,0.9,1.3,1.9,4.1,16.0,.554,.556,.346,.556,.595,.574
134,Wendell Carter,cartewe01,2019,2020,CHI,NBA,27.2,87,87,2366,7.4,14.6,7.2,13.3,0.2,1.2,4.1,5.4,4.6,9.9,14.5,2.6,1.2,1.9,2.8,6.4,19.2,.508,.538,.197,.517,.761,.566
135,Derrick Favors,favorde01,2015,2020,TOT,NBA,27.2,384,362,10457,9.9,18.3,9.8,17.4,0.2,0.8,3.9,5.8,4.9,9.5,14.4,2.6,1.5,2.4,2.5,4.3,23.9,.543,.559,.214,.548,.666,.574
136,Tim Hardaway,hardati02,2015,2020,TOT,NBA,27.2,385,228,10456,9.0,21.5,5.3,10.8,3.8,10.7,4.0,4.9,0.7,4.6,5.3,3.8,1.2,0.3,2.2,3.0,25.8,.420,.486,.353,.507,.812,.545
137,Tyler Herro,herroty01,2020,2020,MIA,NBA,27.2,47,6,1280,8.4,20.3,4.6,10.7,3.8,9.7,2.5,3.0,0.5,6.6,7.1,3.5,1.1,0.3,2.8,2.3,23.1,.414,.434,.391,.507,.835,.534
138,Jordan Clarkson,clarkjo01,2015,2020,TOT,NBA,27.1,445,138,12054,10.4,23.2,7.7,15.3,2.7,7.8,3.5,4.3,1.6,4.2,5.8,4.7,1.6,0.2,3.0,3.0,26.9,.447,.502,.341,.505,.818,.537
139,Jaren Jackson,jacksja02,2019,2020,MEM,NBA,27.0,112,110,3027,10.0,20.5,7.0,12.9,3.0,7.7,4.4,5.8,2.0,6.4,8.4,2.2,1.4,2.7,3.1,7.0,27.2,.485,.545,.386,.557,.755,.590
140,Markieff Morris,morrima02,2015,2020,TOT,NBA,27.0,405,308,10928,8.7,19.3,6.9,14.2,1.8,5.2,3.2,4.0,2.1,7.9,10.0,3.3,1.6,0.9,3.1,5.4,22.5,.452,.490,.348,.499,.787,.532
141,Ryan Anderson,anderry01,2015,2020,TOT,NBA,26.9,292,142,7860,7.8,18.8,4.1,8.7,3.8,10.1,3.4,4.0,2.9,6.0,8.9,1.7,0.8,0.5,1.7,3.3,22.8,.415,.466,.372,.516,.848,.554
142,Dennis Schröder,schrode01,2015,2020,TOT,NBA,26.9,445,176,11966,10.4,23.9,8.2,17.2,2.2,6.6,4.5,5.5,0.8,4.7,5.5,8.8,1.5,0.2,4.5,3.6,27.7,.437,.475,.339,.484,.833,.526
143,Marvin Williams,willima02,2015,2020,TOT,NBA,26.9,440,348,11818,6.3,14.4,3.4,6.7,2.9,7.7,2.2,2.7,1.9,8.0,9.8,2.4,1.5,1.2,1.4,3.3,17.7,.436,.505,.377,.537,.820,.568
144,Danny Green,greenda02,2015,2020,TOT,NBA,26.7,439,428,11717,6.0,14.3,2.3,5.1,3.6,9.2,1.2,1.5,1.2,5.8,7.0,3.2,2.0,1.6,1.9,3.6,16.8,.415,.457,.392,.542,.813,.559
145,Cam Reddish,reddica01,2020,2020,ATL,NBA,26.7,58,34,1551,6.4,16.6,3.9,9.1,2.5,7.5,3.0,3.8,1.1,5.4,6.5,2.6,1.9,0.8,2.9,4.0,18.3,.384,.428,.332,.459,.802,.500
146,Al-Farouq Aminu,aminual01,2015,2020,TOT,NBA,26.6,385,260,10224,5.5,13.6,3.3,7.1,2.2,6.5,2.5,3.4,2.5,9.7,12.2,2.4,1.8,1.2,2.1,3.5,15.8,.407,.465,.343,.489,.756,.525
147,Devonte' Graham,grahade01,2019,2020,CHO,NBA,26.5,109,56,2887,7.6,20.3,3.3,8.2,4.3,12.2,3.9,4.8,0.9,3.8,4.7,10.2,1.5,0.3,3.6,2.8,23.5,.375,.402,.357,.482,.810,.523
148,Dario Šarić,saricda01,2017,2020,TOT,NBA,26.5,298,200,7903,7.9,18.1,5.2,10.4,2.8,7.8,3.4,4.1,2.9,8.2,11.2,3.8,1.1,0.4,3.0,3.9,22.0,.437,.499,.356,.514,.835,.553
149,Duncan Robinson,robindu01,2019,2020,MIA,NBA,26.4,80,61,2110,7.0,15.3,1.2,1.9,5.9,13.4,1.2,1.4,0.3,5.1,5.4,2.2,0.9,0.3,1.5,4.4,21.2,.461,.630,.438,.653,.881,.666
150,Taurean Waller-Prince,princta02,2017,2020,TOT,NBA,26.4,260,200,6854,7.5,18.1,4.1,9.0,3.3,9.1,2.7,3.3,1.0,6.8,7.9,3.5,1.7,0.8,3.3,3.9,21.0,.412,.459,.366,.504,.818,.536
151,Dennis Smith,smithde03,2018,2020,TOT,NBA,26.2,156,122,4094,9.1,22.7,6.8,15.5,2.3,7.2,3.1,4.8,1.2,4.7,5.9,8.5,2.0,0.6,4.9,4.2,23.6,.400,.440,.314,.450,.647,.475
152,Jaylen Brown,brownja02,2017,2020,BOS,NBA,26.1,272,165,7108,9.0,19.2,6.5,12.4,2.5,6.9,3.6,5.3,1.6,6.7,8.3,2.7,1.6,0.6,2.8,4.6,24.3,.470,.526,.370,.536,.680,.562
153,Clint Capela,capelca01,2015,2020,HOU,NBA,26.0,334,274,8674,9.9,15.6,9.9,15.6,0.0,0.0,3.0,5.8,6.1,12.0,18.1,1.8,1.3,2.7,2.3,4.7,22.8,.634,.635,.000,.634,.526,.629
154,Jonathan Isaac,isaacjo01,2018,2020,ORL,NBA,26.0,134,106,3481,6.5,15.1,4.7,9.5,1.9,5.7,2.6,3.3,2.4,7.9,10.3,2.0,2.0,2.9,2.1,3.8,17.5,.432,.495,.328,.494,.794,.529
155,Chandler Parsons,parsoch01,2015,2020,TOT,NBA,26.0,227,162,5901,8.2,18.3,5.3,10.4,3.0,7.9,2.6,3.6,1.0,6.4,7.4,4.3,1.5,0.5,2.4,3.5,22.1,.449,.505,.375,.530,.722,.553
156,Taj Gibson,gibsota01,2015,2020,TOT,NBA,25.9,427,338,11054,8.0,14.8,7.9,14.3,0.1,0.4,3.0,4.1,4.5,7.6,12.1,2.2,1.2,1.6,2.1,4.6,19.1,.543,.552,.253,.547,.732,.578
157,Jeff Green,greenje02,2015,2020,TOT,NBA,25.9,422,181,10920,7.8,17.8,5.9,11.8,1.9,6.0,4.5,5.4,1.4,5.6,7.0,2.8,1.1,0.8,2.2,3.6,22.1,.441,.501,.324,.496,.834,.549
158,Pascal Siakam,siakapa01,2017,2020,TOR,NBA,25.9,269,175,6968,9.3,18.4,7.7,13.8,1.6,4.7,3.7,4.8,2.3,8.2,10.4,4.3,1.5,1.3,2.7,4.6,23.8,.504,.562,.333,.546,.766,.580
159,Danuel House,houseda01,2017,2020,TOT,NBA,25.8,121,63,3122,5.8,13.1,2.7,4.8,3.1,8.3,2.3,2.8,1.4,5.6,7.0,2.2,1.4,0.7,1.4,3.4,16.9,.440,.563,.369,.557,.797,.588
160,Coby White,whiteco01,2020,2020,CHI,NBA,25.8,65,1,1674,9.0,22.8,5.2,12.0,3.8,10.8,2.9,3.7,0.8,5.8,6.6,5.0,1.4,0.2,3.1,3.4,24.7,.394,.430,.354,.478,.791,.506
161,Spencer Dinwiddie,dinwisp01,2015,2020,TOT,NBA,25.7,317,130,8162,7.8,18.9,5.2,10.8,2.6,8.1,6.1,7.6,0.8,4.4,5.2,9.3,1.3,0.5,3.3,4.4,24.2,.410,.480,.318,.479,.793,.542
162,Markelle Fultz,fultzma01,2018,2020,TOT,NBA,25.7,97,74,2493,8.4,18.3,7.7,15.7,0.7,2.6,2.6,3.9,1.4,4.9,6.3,8.7,2.2,0.4,3.4,3.9,20.0,.456,.489,.256,.475,.668,.499
163,Tyler Johnson,johnsty01,2015,2020,TOT,NBA,25.7,301,71,7740,7.3,17.1,4.9,10.4,2.4,6.7,3.3,4.2,1.1,5.1,6.2,4.8,1.7,0.9,2.3,3.7,20.3,.430,.476,.358,.500,.770,.537
164,Caris LeVert,leverca01,2017,2020,BRK,NBA,25.6,207,86,5295,8.6,19.9,6.2,13.0,2.4,7.0,3.6,5.1,1.4,5.5,6.9,6.5,2.0,0.5,3.4,3.6,23.2,.430,.478,.342,.490,.711,.522
165,Terrence Ross,rosste01,2015,2020,TOT,NBA,25.6,401,112,10267,8.5,20.1,4.4,9.2,4.0,10.9,2.2,2.6,0.6,5.1,5.7,2.3,1.8,0.7,1.8,3.2,23.2,.422,.482,.370,.522,.832,.545
166,Domantas Sabonis,sabondo01,2017,2020,TOT,NBA,25.6,291,152,7439,9.3,17.8,8.7,15.9,0.6,1.8,4.2,5.8,3.9,11.5,15.3,5.0,1.1,0.8,3.6,5.6,23.3,.522,.545,.321,.538,.722,.574
167,Bam Adebayo,adebaba01,2018,2020,MIA,NBA,25.5,216,112,5516,7.7,13.8,7.7,13.5,0.0,0.3,4.7,6.7,4.0,10.8,14.8,5.5,1.6,1.7,3.3,4.5,20.2,.558,.568,.114,.559,.711,.603
168,Miles Bridges,bridgmi02,2019,2020,CHO,NBA,25.5,145,89,3691,7.4,16.9,5.2,10.2,2.2,6.7,2.2,2.8,2.1,7.1,9.2,2.8,1.3,1.3,1.9,3.3,19.3,.440,.513,.328,.505,.788,.531
169,Austin Rivers,riverau01,2015,2020,TOT,NBA,25.5,414,119,10568,7.0,16.5,4.5,9.4,2.5,7.1,2.4,3.6,0.7,3.5,4.1,4.5,1.4,0.4,2.1,4.4,18.9,.424,.482,.349,.500,.654,.521
170,Andre Iguodala,iguodan01,2015,2020,TOT,NBA,25.4,364,21,9258,5.0,10.2,3.5,5.9,1.5,4.3,1.5,2.4,1.3,5.8,7.2,6.1,1.9,1.0,1.9,2.7,12.9,.487,.594,.341,.559,.623,.573
171,Joe Ingles,inglejo01,2015,2020,UTA,NBA,25.4,470,260,11948,5.9,13.1,2.5,4.9,3.3,8.2,1.3,1.8,0.6,5.8,6.4,7.2,2.0,0.3,3.1,3.7,16.4,.446,.512,.407,.573,.748,.589
172,Marvin Bagley,baglema01,2019,2020,SAC,NBA,25.3,75,10,1901,10.7,21.5,9.9,18.6,0.8,2.9,5.1,7.2,4.7,9.3,14.0,1.8,1.0,1.8,2.9,4.0,27.3,.497,.530,.288,.517,.703,.553
173,Josh Hart,hartjo01,2018,2020,TOT,NBA,25.3,187,59,4739,5.6,13.0,2.8,5.2,2.8,7.9,1.9,2.6,1.3,7.4,8.7,2.6,1.7,0.8,1.7,3.9,15.8,.428,.542,.353,.534,.713,.557
174,Evan Turner,turneev01,2015,2020,TOT,NBA,25.3,399,123,10079,6.8,15.3,6.1,12.9,0.7,2.5,2.5,3.2,1.0,7.2,8.2,7.4,1.5,0.6,3.5,3.6,16.7,.441,.475,.269,.463,.795,.500
175,Kyle Korver,korveky01,2015,2020,TOT,NBA,24.9,415,181,10313,6.4,14.1,1.9,3.9,4.4,10.2,1.6,1.9,0.3,5.3,5.6,3.3,1.1,0.7,2.1,3.4,18.8,.451,.492,.435,.608,.868,.629
176,Cedi Osman,osmande01,2018,2020,CLE,NBA,24.9,202,152,5026,7.0,16.0,4.2,8.4,2.8,7.7,2.3,3.1,1.0,5.9,6.9,3.8,1.3,0.3,2.3,4.2,19.1,.437,.503,.364,.524,.717,.547
177,Jonas Valančiūnas,valanjo01,2015,2020,TOT,NBA,24.9,408,385,10167,10.5,18.5,10.2,17.5,0.4,1.0,4.9,6.2,5.4,13.1,18.5,2.0,0.8,2.1,3.0,5.4,26.3,.568,.580,.363,.578,.783,.618
178,Kent Bazemore,bazemke01,2015,2020,TOT,NBA,24.8,419,263,10406,7.0,17.0,4.6,10.0,2.5,7.0,3.3,4.4,0.8,6.7,7.6,4.2,2.3,1.2,3.3,4.5,19.8,.413,.455,.353,.486,.745,.523
179,Allen Crabbe,crabbal01,2015,2020,TOT,NBA,24.7,366,113,9025,6.6,15.5,3.3,6.9,3.3,8.6,2.1,2.5,0.6,5.2,5.8,2.3,1.2,0.6,1.5,4.1,18.6,.425,.474,.386,.532,.832,.559
180,Josh Jackson,jacksjo02,2018,2020,TOT,NBA,24.7,174,64,4304,8.9,21.4,7.2,15.7,1.7,5.7,3.9,5.9,1.9,6.5,8.4,3.7,1.9,1.1,3.8,5.2,23.4,.417,.460,.298,.457,.651,.488
181,Landry Shamet,shamela01,2019,2020,TOT,NBA,24.6,126,54,3096,5.9,13.8,1.7,3.7,4.1,10.1,2.0,2.4,0.4,3.0,3.4,3.1,0.9,0.3,1.2,4.3,17.9,.425,.467,.410,.575,.846,.602
182,Michael Kidd-Gilchrist,kiddgmi01,2015,2020,TOT,NBA,24.5,302,217,7401,6.8,14.2,6.6,13.7,0.2,0.6,3.7,5.0,3.1,7.9,11.0,2.3,1.3,1.3,1.6,4.3,17.4,.478,.486,.294,.484,.732,.531
183,Robin Lopez,lopezro01,2015,2020,TOT,NBA,24.5,420,326,10286,8.5,16.1,8.3,15.4,0.2,0.7,2.3,3.1,5.0,5.8,10.8,2.4,0.4,2.4,2.7,3.7,19.5,.528,.538,.303,.534,.742,.559
184,Garrett Temple,templga01,2015,2020,TOT,NBA,24.5,392,203,9616,5.4,13.4,2.9,6.1,2.5,7.2,2.0,2.6,0.9,4.5,5.4,3.8,1.9,0.7,2.0,4.3,15.4,.407,.470,.353,.502,.752,.530
185,Jerami Grant,grantje01,2015,2020,TOT,NBA,24.4,447,167,10909,6.4,13.9,4.8,9.3,1.6,4.6,3.9,5.8,1.9,5.8,7.7,2.1,1.2,2.2,1.9,4.5,18.4,.463,.521,.348,.521,.666,.558
186,Kris Dunn,dunnkr01,2017,2020,TOT,NBA,24.3,227,126,5516,6.9,16.2,5.7,12.6,1.1,3.7,1.9,2.6,0.8,6.0,6.8,8.4,3.1,0.9,3.7,6.0,16.7,.422,.456,.306,.457,.726,.481
187,Josh Okogie,okogijo01,2019,2020,MIN,NBA,24.3,136,80,3304,5.2,12.9,3.8,7.7,1.4,5.3,3.9,5.0,1.8,5.1,6.9,2.7,2.2,0.8,2.1,4.4,15.8,.404,.493,.274,.460,.765,.520
188,Cody Zeller,zelleco01,2015,2020,CHO,NBA,24.3,337,249,8197,7.2,13.6,7.0,13.0,0.2,0.7,4.5,6.1,4.3,8.8,13.1,3.0,1.5,1.6,2.2,5.7,19.1,.529,.544,.250,.536,.731,.584
189,Dorian Finney-Smith,finnedo01,2017,2020,DAL,NBA,24.2,247,135,5973,5.1,11.9,3.0,5.5,2.1,6.4,1.7,2.3,2.8,5.8,8.6,2.4,1.5,0.8,1.7,4.2,13.9,.425,.541,.327,.514,.725,.538
190,Joe Harris,harrijo01,2015,2020,TOT,NBA,24.2,325,165,7860,7.4,15.6,3.7,7.0,3.7,8.7,1.8,2.3,1.1,5.1,6.2,3.2,0.9,0.4,2.4,4.0,20.4,.474,.538,.423,.592,.786,.610
191,Cory Joseph,josepco01,2015,2020,TOT,NBA,24.2,467,88,11304,6.2,14.1,5.0,10.6,1.2,3.5,2.1,2.8,1.1,4.9,6.0,6.7,1.8,0.5,2.3,3.4,15.7,.441,.475,.335,.482,.757,.512
192,Nikola Mirotić,mirotni01,2015,2019,TOT,NBA,24.2,319,95,7718,8.4,19.8,4.4,8.8,3.9,11.0,4.4,5.5,1.9,10.2,12.1,2.6,1.5,1.5,2.4,4.3,25.1,.423,.502,.359,.522,.808,.565
193,Iman Shumpert,shumpim01,2015,2020,TOT,NBA,24.2,281,108,6796,5.3,13.5,3.0,6.6,2.3,6.9,1.5,2.0,1.2,5.4,6.6,3.5,2.0,0.7,2.2,4.2,14.4,.392,.450,.336,.477,.754,.501
194,Greg Monroe,monrogr01,2015,2019,TOT,NBA,24.1,323,140,7794,10.5,20.1,10.5,20.0,0.0,0.1,5.1,7.0,5.1,10.8,15.9,4.2,1.9,1.1,3.5,4.2,26.1,.521,.522,.100,.521,.736,.562
195,Emmanuel Mudiay,mudiaem01,2016,2020,TOT,NBA,24.1,294,164,7078,8.4,20.9,6.5,15.1,1.9,5.9,3.9,5.3,1.0,5.1,6.1,7.9,1.5,0.6,4.6,3.4,22.6,.401,.431,.323,.446,.743,.486
196,Kelly Oubre,oubreke01,2016,2020,TOT,NBA,24.1,348,99,8375,7.8,18.0,5.3,10.6,2.4,7.4,3.9,5.0,1.6,6.7,8.4,1.9,1.8,0.9,2.1,5.2,21.9,.431,.503,.329,.499,.778,.541
197,Ish Smith,smithis01,2015,2020,TOT,NBA,24.1,411,153,9890,8.6,19.7,7.4,16.1,1.2,3.6,2.0,2.9,0.8,5.2,6.0,9.7,1.6,0.6,3.0,3.2,20.4,.436,.461,.327,.466,.693,.486
198,Jarrett Allen,allenja01,2018,2020,BRK,NBA,24.0,216,169,5184,7.7,12.7,7.6,12.1,0.1,0.6,4.2,6.1,4.9,10.5,15.4,2.3,1.0,2.7,2.4,4.4,19.7,.607,.628,.169,.611,.692,.641
199,Jamal Crawford,crawfja01,2015,2019,TOT,NBA,24.0,369,10,8850,8.7,21.6,5.8,12.8,2.9,8.7,4.7,5.3,0.5,2.8,3.3,5.5,1.4,0.3,3.0,2.8,25.2,.405,.451,.338,.474,.886,.526
200,Jeremy Lin,linje01,2015,2019,TOT,NBA,24.0,263,81,6299,7.8,18.2,5.8,12.4,2.0,5.8,5.8,7.2,0.8,5.2,6.0,7.8,1.8,0.8,4.1,4.5,23.4,.426,.466,.341,.481,.816,.547
