Rk,Player,Ind,From,To,Tm,Lg,MPG,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
42,DeMarcus Cousins,couside01,2011,2019,TOT,NBA,32.0,565,543,18078,11.8,25.6,10.9,22.8,0.9,2.8,8.5,11.6,4.3,12.6,16.9,5.1,2.2,1.9,5.5,6.0,33.1,.461,.477,.332,.479,.737,.539
43,De'Andre Hunter,huntede01,2020,2020,ATL,NBA,32.0,63,62,2018,6.5,15.8,4.0,8.8,2.5,7.0,2.5,3.3,1.0,5.6,6.6,2.6,1.0,0.4,2.4,4.2,18.0,.410,.454,.355,.489,.764,.521
44,Kevin Love,loveke01,2009,2020,TOT,NBA,32.0,713,630,22803,9.5,21.4,6.8,14.1,2.7,7.3,7.1,8.6,4.4,13.2,17.6,3.8,1.1,0.7,3.1,3.3,28.7,.442,.480,.370,.506,.828,.571
45,Wesley Matthews,matthwe02,2010,2020,TOT,NBA,31.9,786,724,25108,7.2,17.0,3.8,8.2,3.4,8.8,3.3,4.0,0.8,4.1,4.9,3.4,1.7,0.3,2.0,3.5,21.1,.424,.469,.381,.522,.824,.561
46,Jayson Tatum,tatumja01,2018,2020,BOS,NBA,31.8,218,218,6936,9.6,21.0,6.9,14.2,2.7,6.9,4.5,5.4,1.2,7.9,9.1,3.3,1.8,1.2,2.6,3.2,26.4,.456,.484,.399,.521,.827,.564
47,Kyle Lowry,lowryky01,2007,2020,TOT,NBA,31.6,908,672,28682,7.6,18.0,4.6,9.8,3.0,8.2,5.5,6.8,1.3,5.6,6.9,10.0,2.2,0.5,3.7,4.4,23.7,.423,.471,.366,.506,.809,.565
48,Deandre Ayton,aytonde01,2019,2020,PHO,NBA,31.5,101,95,3179,11.4,20.0,11.4,19.9,0.0,0.1,3.0,4.0,5.2,11.1,16.3,2.7,1.2,1.8,3.0,4.6,25.9,.572,.575,.000,.572,.753,.595
49,Khris Middleton,middlkh01,2013,2020,TOT,NBA,31.5,510,435,16082,9.3,20.4,6.6,13.4,2.7,7.0,4.2,4.8,0.9,6.4,7.3,5.2,2.0,0.3,3.0,4.1,25.6,.458,.492,.392,.525,.874,.569
50,Nicolas Batum,batumni01,2009,2020,TOT,NBA,31.3,789,714,24733,6.7,15.5,4.1,8.2,2.6,7.3,2.9,3.4,1.7,6.9,8.6,6.2,1.6,1.0,3.0,2.9,18.9,.434,.503,.357,.518,.841,.556
51,Harrison Barnes,barneha02,2013,2020,TOT,NBA,31.2,604,543,18823,8.0,18.0,6.1,12.7,2.0,5.3,3.7,4.7,1.6,6.2,7.8,2.6,1.1,0.3,1.9,2.7,21.8,.447,.477,.375,.502,.796,.544
52,Kristaps Porziņģis,porzikr01,2016,2020,TOT,NBA,31.1,237,236,7361,10.5,24.2,7.7,16.4,2.8,7.8,5.4,6.7,2.7,9.5,12.2,2.3,1.2,3.3,2.8,5.1,29.1,.433,.469,.357,.490,.798,.536
53,Andre Drummond,drumman01,2013,2020,TOT,NBA,31.0,599,548,18590,9.9,18.3,9.9,18.1,0.0,0.3,3.6,7.8,7.8,14.7,22.5,2.1,2.3,2.5,3.2,5.2,23.5,.542,.548,.146,.543,.461,.540
54,Danilo Gallinari,gallida01,2009,2020,TOT,NBA,31.0,604,534,18742,7.8,18.4,4.7,10.0,3.2,8.3,7.0,8.1,1.2,6.7,7.9,3.3,1.3,0.6,2.1,2.9,25.9,.427,.465,.381,.513,.872,.591
55,Kawhi Leonard,leonaka01,2012,2020,TOT,NBA,31.0,518,491,16047,10.8,22.1,8.5,15.9,2.3,6.1,6.1,7.1,2.0,8.4,10.4,4.3,2.9,1.1,2.6,2.8,30.1,.491,.534,.381,.544,.854,.597
56,Rajon Rondo,rondora01,2007,2020,TOT,NBA,31.0,873,729,27103,7.0,15.3,6.3,13.0,0.7,2.3,2.0,3.4,1.7,6.1,7.8,13.6,2.7,0.2,4.6,3.6,16.8,.458,.483,.316,.482,.606,.500
57,Darius Garland,garlada01,2020,2020,CLE,NBA,30.9,59,59,1824,7.5,18.6,4.7,10.7,2.8,7.9,1.7,1.9,0.7,2.2,3.0,6.1,1.1,0.1,4.0,2.5,19.4,.401,.434,.355,.476,.875,.498
58,Ricky Rubio,rubiori01,2012,2020,TOT,NBA,30.9,555,534,17172,5.9,15.1,4.5,10.8,1.4,4.3,5.0,6.0,1.1,5.8,6.8,12.5,3.0,0.2,4.4,4.2,18.2,.391,.416,.326,.437,.840,.514
59,Tobias Harris,harrito02,2012,2020,TOT,NBA,30.8,611,491,18835,9.7,20.7,7.6,14.8,2.1,5.8,4.0,4.9,1.6,8.2,9.8,3.3,1.2,0.8,2.2,3.2,25.6,.471,.513,.364,.522,.820,.561
60,Gordon Hayward,haywago01,2011,2020,TOT,NBA,30.8,634,472,19533,8.8,19.6,6.6,13.5,2.2,6.1,5.8,7.1,1.3,6.1,7.3,5.8,1.7,0.7,3.3,2.9,25.7,.451,.489,.366,.508,.822,.566
61,Zach LaVine,lavinza01,2015,2020,TOT,NBA,30.8,353,266,10857,10.3,23.0,7.3,15.1,3.0,7.9,5.0,6.1,0.7,5.1,5.8,5.8,1.5,0.4,4.1,3.6,28.5,.447,.484,.375,.511,.819,.555
62,CJ McCollum,mccolcj01,2014,2020,POR,NBA,30.8,473,376,14552,11.4,25.0,8.0,16.5,3.4,8.5,3.5,4.2,1.0,4.3,5.2,5.0,1.4,0.6,2.8,3.5,29.6,.455,.484,.397,.522,.827,.551
63,Tyreke Evans,evansty01,2010,2019,TOT,NBA,30.7,594,426,18242,9.8,22.3,8.4,18.0,1.4,4.3,5.1,6.7,1.4,6.2,7.6,8.0,2.0,0.6,4.2,3.7,26.1,.440,.468,.323,.471,.757,.517
64,Josh Richardson,richajo01,2016,2020,TOT,NBA,30.7,307,236,9423,7.4,17.3,4.8,10.1,2.6,7.1,2.8,3.4,1.1,4.1,5.2,4.7,1.8,1.1,2.3,4.0,20.0,.426,.471,.362,.501,.814,.534
65,Joel Embiid,embiijo01,2017,2020,PHI,NBA,30.6,202,202,6181,12.6,26.3,10.7,20.6,1.8,5.7,10.7,13.5,3.8,14.3,18.0,4.9,1.2,2.8,5.5,5.3,37.7,.479,.523,.322,.514,.794,.586
66,Brook Lopez,lopezbr01,2009,2020,TOT,NBA,30.6,778,740,23797,10.6,21.6,9.5,18.3,1.1,3.3,5.4,6.8,3.5,7.1,10.5,2.5,1.0,3.0,3.0,4.5,27.8,.494,.522,.338,.520,.792,.566
67,Lauri Markkanen,markkla01,2018,2020,CHI,NBA,30.6,170,169,5194,9.0,21.0,5.5,11.2,3.5,9.8,4.1,4.8,2.0,10.1,12.1,2.1,1.1,0.9,2.3,3.0,25.6,.430,.495,.356,.513,.848,.555
68,RJ Barrett,barrerj01,2020,2020,NYK,NBA,30.4,56,55,1704,8.3,20.8,6.5,15.1,1.8,5.6,4.5,7.3,1.4,6.5,8.0,4.1,1.6,0.5,3.5,3.5,22.9,.402,.432,.320,.445,.614,.479
69,Shai Gilgeous-Alexander,gilgesh01,2019,2020,TOT,NBA,30.3,145,136,4388,8.6,18.0,7.1,14.1,1.4,3.9,4.5,5.6,1.1,5.6,6.7,5.2,1.8,1.0,2.8,3.1,23.0,.474,.507,.357,.513,.801,.561
70,Nikola Vučević,vucevni01,2012,2020,TOT,NBA,30.3,590,529,17868,11.6,23.3,10.9,21.0,0.7,2.2,2.7,3.6,4.5,12.5,17.0,4.3,1.4,1.6,2.9,4.2,26.6,.499,.516,.331,.514,.745,.536
71,P.J. Washington,washipj01,2020,2020,CHO,NBA,30.3,58,57,1759,7.6,16.8,5.2,10.2,2.4,6.6,2.5,3.9,1.7,7.3,9.0,3.5,1.5,1.3,2.6,4.5,20.2,.455,.507,.374,.528,.647,.547
72,Thaddeus Young,youngth01,2008,2020,TOT,NBA,30.3,965,687,29281,9.5,19.1,8.7,16.5,0.8,2.5,2.3,3.4,3.4,6.6,10.0,2.8,2.5,0.7,2.4,3.7,22.1,.498,.523,.333,.520,.670,.538
73,Vince Carter,cartevi01,1999,2020,TOT,NBA,30.1,1541,983,46367,10.5,24.1,7.9,17.1,2.6,7.0,5.5,6.9,1.9,5.6,7.5,5.3,1.7,1.0,2.9,4.5,29.1,.435,.462,.371,.489,.798,.536
74,De'Aaron Fox,foxde01,2018,2020,SAC,NBA,30.1,199,184,5998,9.4,20.9,7.9,16.6,1.5,4.3,5.3,7.4,0.9,4.7,5.6,9.8,2.2,0.7,4.4,4.0,25.5,.448,.478,.335,.483,.718,.528
75,Kyle Kuzma,kuzmaky01,2018,2020,LAL,NBA,30.1,201,112,6042,9.5,21.2,6.7,12.7,2.8,8.5,3.4,4.6,1.5,7.1,8.7,3.0,0.9,0.6,2.8,3.4,25.2,.449,.531,.327,.515,.733,.542
76,Chandler Parsons,parsoch01,2012,2020,TOT,NBA,30.1,440,369,13246,8.1,17.6,5.5,10.6,2.6,7.0,2.4,3.4,1.4,6.2,7.5,4.6,1.6,0.6,2.5,3.3,21.3,.462,.521,.373,.536,.713,.557
77,Wilson Chandler,chandwi01,2008,2020,TOT,NBA,30.0,676,483,20287,8.0,18.1,5.9,11.8,2.1,6.3,2.6,3.3,1.9,6.9,8.7,2.9,1.2,1.0,2.3,4.4,20.7,.443,.497,.341,.502,.770,.530
78,Ja Morant,moranja01,2020,2020,MEM,NBA,30.0,59,59,1771,10.4,21.1,9.0,17.4,1.3,3.7,5.4,7.0,1.2,4.3,5.5,10.8,1.4,0.4,5.0,2.4,27.4,.491,.517,.367,.523,.770,.568
79,Robert Covington,covinro01,2014,2020,TOT,NBA,29.9,388,340,11614,6.9,16.9,3.1,6.3,3.8,10.6,3.0,3.8,1.5,7.7,9.2,2.4,2.7,1.4,2.8,4.9,20.6,.407,.489,.358,.519,.811,.555
80,Kendrick Nunn,nunnke01,2020,2020,MIA,NBA,29.8,62,62,1846,10.1,22.5,6.6,12.9,3.5,9.6,2.0,2.4,0.5,3.9,4.5,5.6,1.4,0.3,2.7,3.8,25.7,.448,.512,.362,.525,.837,.545
81,Trevor Ariza,arizatr01,2005,2020,TOT,NBA,29.7,1064,731,31650,6.4,15.1,3.9,8.2,2.5,7.0,2.7,3.7,1.7,6.5,8.2,3.7,2.5,0.5,2.3,3.4,17.9,.423,.484,.352,.504,.732,.536
82,Raymond Felton,feltora01,2006,2019,TOT,NBA,29.7,971,659,28829,7.4,18.0,5.7,12.9,1.7,5.1,3.1,3.9,1.0,4.2,5.2,9.2,2.1,0.4,3.6,3.4,19.6,.412,.445,.329,.459,.790,.497
83,Rui Hachimura,hachiru01,2020,2020,WAS,NBA,29.7,41,41,1217,8.4,17.5,7.6,14.7,0.8,2.8,3.5,4.3,2.4,7.1,9.5,2.7,1.3,0.3,1.6,3.4,21.0,.478,.517,.274,.500,.829,.543
84,Zion Williamson,willizi01,2020,2020,NOP,NBA,29.7,19,19,565,14.1,23.9,13.6,22.8,0.5,1.1,8.0,12.4,4.5,6.1,10.5,3.4,1.3,0.7,4.2,2.6,36.6,.589,.595,.462,.599,.645,.624
85,Rudy Gobert,goberru01,2014,2020,UTA,NBA,29.5,468,376,13803,7.4,11.6,7.4,11.5,0.0,0.0,5.3,8.4,5.6,13.2,18.9,2.3,1.2,3.7,2.8,4.5,20.1,.640,.640,.000,.640,.629,.658
86,Jeff Green,greenje02,2008,2020,TOT,NBA,29.5,900,543,26573,8.1,18.3,6.3,13.1,1.8,5.2,4.3,5.4,1.6,6.0,7.6,2.7,1.2,0.9,2.6,3.8,22.2,.441,.484,.334,.489,.805,.538
87,Brandon Knight,knighbr03,2012,2020,TOT,NBA,29.5,446,349,13137,8.8,21.3,6.0,13.5,2.8,7.8,4.1,5.1,0.9,4.4,5.4,6.9,1.5,0.3,4.2,3.4,24.4,.411,.445,.353,.476,.806,.518
88,Jamal Crawford,crawfja01,2001,2019,TOT,NBA,29.4,1326,433,38988,8.9,21.8,6.0,13.4,2.9,8.4,4.9,5.7,0.6,3.3,3.9,6.0,1.6,0.4,3.3,2.7,25.7,.410,.449,.348,.477,.862,.529
89,Jamal Murray,murraja01,2017,2020,DEN,NBA,29.3,293,219,8580,9.6,21.9,6.5,13.3,3.1,8.6,3.9,4.4,1.3,4.7,6.0,6.2,1.5,0.5,3.3,3.1,26.2,.439,.491,.358,.509,.882,.550
90,Jabari Parker,parkeja01,2015,2020,TOT,NBA,29.3,280,190,8193,10.3,21.0,9.1,17.2,1.2,3.8,3.7,5.0,2.6,7.2,9.8,3.5,1.6,0.7,3.1,3.6,25.5,.492,.528,.324,.521,.739,.551
91,Elfrid Payton,paytoel01,2015,2020,TOT,NBA,29.3,387,331,11350,7.6,16.8,6.9,14.5,0.7,2.4,2.6,4.1,1.9,5.5,7.4,11.2,2.2,0.6,4.1,3.7,18.5,.452,.479,.289,.473,.625,.496
92,P.J. Tucker,tuckepj01,2007,2020,TOT,NBA,29.3,646,470,18928,4.5,10.6,2.7,5.7,1.8,4.9,1.6,2.2,2.6,7.1,9.8,2.4,2.0,0.5,1.7,4.2,12.4,.423,.475,.362,.506,.749,.535
93,Kentavious Caldwell-Pope,caldwke01,2014,2020,TOT,NBA,29.2,533,391,15584,7.1,16.9,4.3,9.0,2.8,7.9,2.7,3.4,1.1,4.3,5.4,2.8,1.9,0.3,1.7,3.1,19.6,.418,.478,.350,.500,.797,.533
94,Julius Randle,randlju01,2015,2020,TOT,NBA,29.2,375,295,10934,10.1,20.4,9.3,17.9,0.7,2.5,5.8,8.0,3.6,11.3,14.9,4.6,1.1,0.8,4.1,5.3,26.7,.493,.521,.295,.511,.724,.557
95,Kevin Huerter,huertke01,2019,2020,ATL,NBA,29.1,131,107,3808,6.4,15.4,3.2,7.1,3.2,8.4,1.1,1.5,1.2,4.6,5.8,5.2,1.4,0.6,2.4,3.6,17.2,.416,.455,.383,.520,.783,.535
96,Paul Millsap,millspa01,2007,2020,TOT,NBA,29.1,989,702,28796,9.2,18.8,8.4,16.3,0.8,2.5,5.3,7.2,3.9,8.9,12.9,4.0,2.2,1.8,3.1,5.4,24.5,.491,.513,.343,.513,.737,.560
97,Mychal Mulder,muldemy01,2020,2020,GSW,NBA,29.1,7,3,204,6.1,15.7,2.3,3.5,3.8,12.2,2.1,2.8,0.7,4.7,5.4,1.9,0.5,0.2,1.2,4.7,18.1,.388,.667,.308,.507,.750,.533
98,Gary Harris,harriga01,2015,2020,DEN,NBA,29.0,368,306,10663,7.8,17.1,5.3,10.1,2.5,7.0,2.7,3.3,1.1,3.4,4.5,3.6,2.1,0.4,2.1,3.0,20.7,.454,.519,.360,.528,.803,.558
99,Nikola Jokić,jokicni01,2016,2020,DEN,NBA,29.0,373,332,10819,11.1,21.2,9.6,16.6,1.5,4.6,5.1,6.2,4.4,12.0,16.5,9.3,1.9,1.2,4.3,4.8,28.8,.524,.576,.338,.561,.825,.604
100,D'Angelo Russell,russeda01,2016,2020,TOT,NBA,29.0,317,269,9204,10.8,25.6,6.8,14.6,3.9,11.1,3.7,4.8,0.9,5.3,6.2,8.8,1.9,0.4,4.8,3.1,29.2,.420,.468,.356,.497,.772,.526
101,Marcus Smart,smartma01,2015,2020,BOS,NBA,29.0,394,182,11409,5.6,14.9,3.1,7.2,2.5,7.8,3.1,4.0,1.5,4.5,6.1,6.9,2.6,0.6,2.9,4.4,16.7,.374,.434,.318,.456,.774,.501
102,Isaiah Thomas,thomais02,2012,2020,TOT,NBA,28.9,525,361,15182,10.1,23.3,6.8,14.1,3.3,9.1,7.6,8.7,0.9,3.3,4.2,8.5,1.5,0.2,4.0,3.6,31.2,.436,.482,.364,.507,.872,.575
103,Malcolm Brogdon,brogdma01,2017,2020,TOT,NBA,28.6,235,160,6722,8.7,18.5,6.5,12.7,2.2,5.8,3.4,3.8,1.3,5.2,6.4,7.4,1.5,0.3,2.8,3.3,23.1,.472,.511,.385,.532,.895,.572
104,Aaron Gordon,gordoaa01,2015,2020,ORL,NBA,28.6,399,310,11414,8.3,18.5,6.4,12.6,1.9,5.9,3.5,5.0,2.7,8.3,11.0,4.1,1.3,1.1,2.4,3.5,22.0,.447,.508,.318,.498,.701,.530
105,Serge Ibaka,ibakase01,2010,2020,TOT,NBA,28.6,803,646,23001,9.1,17.8,8.0,14.6,1.2,3.2,2.6,3.4,3.8,9.1,12.9,1.3,0.8,3.6,2.4,4.9,22.0,.514,.548,.361,.547,.760,.571
106,T.J. Warren,warretj01,2015,2020,TOT,NBA,28.6,322,226,9218,10.6,21.0,9.4,17.6,1.2,3.4,3.3,4.2,2.3,4.6,6.9,2.0,1.7,0.8,1.7,4.0,25.6,.504,.534,.350,.532,.777,.561
107,Bojan Bogdanović,bogdabo02,2015,2020,TOT,NBA,28.5,462,345,13172,8.7,18.8,5.4,10.5,3.3,8.3,4.1,4.8,0.8,5.2,6.0,2.6,1.0,0.1,2.7,2.8,24.7,.460,.513,.394,.547,.858,.590
108,Mikal Bridges,bridgmi01,2019,2020,PHO,NBA,28.5,147,80,4189,5.1,11.0,3.3,5.7,1.8,5.4,2.1,2.5,1.3,4.6,5.9,3.3,2.5,0.9,1.5,3.9,14.2,.466,.584,.341,.549,.825,.585
109,Evan Fournier,fournev01,2013,2020,TOT,NBA,28.4,518,376,14713,8.9,19.7,5.8,11.5,3.1,8.3,3.7,4.6,0.8,4.0,4.8,4.5,1.5,0.2,2.9,4.3,24.6,.449,.502,.376,.528,.807,.564
110,Justise Winslow,winslju01,2016,2020,MIA,NBA,28.4,241,105,6848,6.3,15.0,4.9,10.9,1.4,4.1,2.0,3.2,1.8,7.7,9.5,4.8,1.7,0.7,2.7,4.3,16.0,.417,.447,.337,.463,.646,.486
111,Avery Bradley,bradlav01,2011,2020,TOT,NBA,28.3,571,493,16143,8.4,19.2,6.1,12.8,2.3,6.3,1.7,2.2,1.1,4.1,5.2,3.1,1.8,0.4,2.5,3.9,20.8,.436,.472,.364,.496,.780,.515
112,John Collins,collijo01,2018,2020,ATL,NBA,28.3,176,126,4977,10.7,18.8,9.5,15.5,1.2,3.3,4.3,5.7,4.8,9.9,14.7,2.6,0.9,1.8,2.8,5.2,27.0,.571,.615,.369,.604,.757,.634
113,Myles Turner,turnemy01,2016,2020,IND,NBA,28.3,335,302,9491,8.5,17.4,7.2,13.7,1.3,3.7,3.9,5.1,2.5,9.2,11.6,2.1,1.2,3.6,2.3,4.9,22.2,.488,.524,.354,.526,.768,.565
114,Dion Waiters,waitedi01,2013,2020,TOT,NBA,28.3,412,211,11670,9.0,21.8,6.5,14.8,2.5,7.1,3.1,4.4,0.7,4.0,4.7,5.0,1.7,0.5,3.2,3.5,23.5,.412,.442,.348,.468,.692,.494
115,Patrick Beverley,beverpa01,2013,2020,TOT,NBA,28.2,428,348,12060,5.4,13.1,2.7,5.8,2.8,7.3,1.7,2.3,2.0,5.5,7.6,6.0,2.0,0.8,2.2,5.4,15.4,.414,.456,.380,.519,.762,.544
116,Marvin Williams,willima02,2006,2020,TOT,NBA,28.2,1066,828,30041,6.8,15.3,5.0,10.3,1.8,5.0,3.6,4.4,2.2,7.3,9.5,2.4,1.4,1.0,1.8,3.7,18.9,.443,.482,.362,.501,.808,.548
117,Andrew Bogut,bogutan01,2006,2019,TOT,NBA,28.1,706,661,19862,7.7,14.5,7.7,14.4,0.0,0.1,2.2,3.9,4.5,11.3,15.8,4.0,1.1,2.8,3.1,5.7,17.6,.535,.537,.120,.535,.557,.545
118,Draymond Green,greendr01,2013,2020,GSW,NBA,28.1,576,428,16201,5.6,12.9,4.1,8.0,1.6,4.9,2.7,3.8,1.9,9.9,11.9,8.6,2.4,1.8,3.6,4.8,15.5,.435,.506,.319,.496,.710,.531
119,Tristan Thompson,thomptr01,2012,2020,CLE,NBA,28.1,619,429,17372,6.9,13.3,6.8,13.2,0.0,0.1,3.3,5.5,6.2,9.6,15.8,1.8,0.9,1.3,2.1,4.2,17.1,.518,.520,.281,.519,.610,.546
120,Bogdan Bogdanović,bogdabo01,2018,2020,SAC,NBA,28.0,201,90,5632,8.5,19.6,5.0,10.3,3.5,9.3,2.7,3.3,0.8,4.7,5.5,6.0,1.7,0.4,2.9,3.7,23.1,.432,.488,.370,.520,.803,.547
121,Goran Dragić,dragigo01,2009,2020,TOT,NBA,28.0,812,509,22767,9.2,19.8,7.0,13.8,2.2,6.0,4.5,5.9,1.3,4.2,5.5,8.7,1.8,0.3,4.1,4.2,25.1,.464,.507,.364,.519,.763,.559
122,Joakim Noah,noahjo01,2008,2019,TOT,NBA,27.9,667,512,18596,6.3,12.8,6.3,12.8,0.0,0.0,3.9,5.5,6.0,11.0,17.0,5.3,1.5,2.5,3.2,5.2,16.5,.491,.493,.000,.491,.700,.540
123,Eric Bledsoe,bledser01,2011,2020,TOT,NBA,27.8,626,464,17427,9.0,19.6,7.0,13.9,1.9,5.7,5.3,6.7,1.4,5.6,7.0,8.5,2.5,0.8,4.7,3.6,25.1,.457,.507,.337,.506,.795,.558
124,Buddy Hield,hieldbu01,2017,2020,TOT,NBA,27.8,308,193,8572,10.3,23.4,5.5,11.7,4.8,11.7,2.4,2.7,1.4,5.9,7.3,3.8,1.4,0.5,3.0,3.5,27.9,.442,.472,.411,.545,.869,.566
125,DeAndre Jordan,jordade01,2009,2020,TOT,NBA,27.8,875,713,24326,6.9,10.3,6.9,10.3,0.0,0.0,3.4,7.1,5.8,13.8,19.6,1.7,1.1,2.9,2.5,4.8,17.2,.669,.671,.091,.670,.474,.639
126,George Hill,hillge01,2009,2020,TOT,NBA,27.7,778,447,21574,7.3,15.9,5.0,10.1,2.3,5.9,3.7,4.6,1.1,4.6,5.7,5.9,1.7,0.5,2.3,3.8,20.6,.457,.500,.385,.528,.803,.572
127,Greg Monroe,monrogr01,2011,2019,TOT,NBA,27.7,632,417,17475,9.9,19.2,9.9,19.2,0.0,0.1,4.9,6.9,5.2,10.2,15.5,4.0,2.0,1.1,3.5,4.2,24.6,.514,.515,.059,.514,.704,.553
128,Eric Paschall,pascher01,2020,2020,GSW,NBA,27.6,60,26,1654,9.2,18.5,8.1,14.8,1.1,3.7,4.7,6.1,2.4,5.6,8.0,3.7,0.9,0.4,2.7,3.6,24.2,.497,.550,.287,.526,.774,.571
129,Dillon Brooks,brookdi01,2018,2020,MEM,NBA,27.5,165,139,4531,8.2,19.6,5.6,12.5,2.6,7.1,3.1,4.0,1.3,4.1,5.4,3.0,1.5,0.5,2.7,5.7,22.1,.418,.449,.364,.485,.775,.518
130,Jeff Teague,teaguje01,2010,2020,TOT,NBA,27.5,771,593,21214,8.2,18.3,6.6,13.9,1.6,4.5,5.2,6.1,0.6,3.9,4.5,10.6,2.1,0.6,4.1,3.5,23.1,.445,.474,.356,.488,.844,.549
131,Tyson Chandler,chandty01,2002,2020,TOT,NBA,27.3,1160,886,31617,5.8,9.7,5.8,9.7,0.0,0.0,3.9,6.1,5.8,11.3,17.1,1.6,1.0,2.2,2.7,5.3,15.5,.597,.598,.000,.597,.644,.626
132,Rodney Hood,hoodro01,2015,2020,TOT,NBA,27.3,341,248,9326,8.4,19.8,5.2,11.2,3.2,8.6,3.2,3.9,0.7,4.7,5.4,3.5,1.4,0.4,2.1,4.1,23.3,.426,.467,.372,.507,.839,.542
133,Wendell Carter,cartewe01,2019,2020,CHI,NBA,27.2,87,87,2366,7.4,14.6,7.2,13.3,0.2,1.2,4.1,5.4,4.6,9.9,14.5,2.6,1.2,1.9,2.8,6.4,19.2,.508,.538,.197,.517,.761,.566
134,Tyler Herro,herroty01,2020,2020,MIA,NBA,27.2,47,6,1280,8.4,20.3,4.6,10.7,3.8,9.7,2.5,3.0,0.5,6.6,7.1,3.5,1.1,0.3,2.8,2.3,23.1,.414,.434,.391,.507,.835,.534
135,Jordan Clarkson,clarkjo01,2015,2020,TOT,NBA,27.1,445,138,12054,10.4,23.2,7.7,15.3,2.7,7.8,3.5,4.3,1.6,4.2,5.8,4.7,1.6,0.2,3.0,3.0,26.9,.447,.502,.341,.505,.818,.537
136,Courtney Lee,leeco01,2009,2020,TOT,NBA,27.1,811,518,21938,6.9,15.4,4.9,10.1,2.1,5.3,2.3,2.7,0.9,4.1,5.0,3.2,1.9,0.5,1.8,3.1,18.2,.451,.484,.388,.518,.853,.549
137,Jaren Jackson,jacksja02,2019,2020,MEM,NBA,27.0,112,110,3027,10.0,20.5,7.0,12.9,3.0,7.7,4.4,5.8,2.0,6.4,8.4,2.2,1.4,2.7,3.1,7.0,27.2,.485,.545,.386,.557,.755,.590
138,Marcus Morris,morrima03,2012,2020,TOT,NBA,27.0,600,347,16181,8.2,18.9,5.4,11.5,2.7,7.5,3.2,4.3,1.8,6.8,8.6,2.8,1.3,0.5,2.2,4.0,22.3,.431,.473,.367,.503,.759,.536
139,J.R. Smith,smithjr01,2005,2019,TOT,NBA,27.0,971,395,26196,8.6,20.5,4.8,10.3,3.8,10.1,2.9,3.9,1.0,5.0,6.0,4.1,1.9,0.4,2.6,4.3,23.8,.419,.463,.373,.511,.732,.536
140,Evan Turner,turneev01,2011,2020,TOT,NBA,26.9,705,295,18938,7.3,16.9,6.6,14.4,0.7,2.4,2.8,3.6,1.0,7.7,8.7,6.6,1.4,0.5,3.4,3.7,18.2,.434,.458,.294,.455,.782,.493
141,Steven Adams,adamsst01,2014,2020,OKC,NBA,26.8,525,461,14091,7.4,12.6,7.4,12.6,0.0,0.0,3.0,5.4,6.3,7.6,13.9,2.1,1.6,1.8,2.6,4.8,17.9,.589,.590,.100,.589,.558,.596
142,Otto Porter,porteot01,2014,2020,TOT,NBA,26.8,413,295,11078,7.9,16.3,5.4,10.3,2.5,6.1,2.1,2.6,2.1,6.9,9.1,2.7,2.2,0.8,1.5,3.4,20.2,.482,.528,.404,.557,.789,.579
143,Hassan Whiteside,whiteha01,2011,2020,TOT,NBA,26.8,404,320,10840,10.7,18.5,10.7,18.4,0.0,0.1,4.2,6.9,6.3,15.7,22.1,1.3,1.1,4.5,3.0,4.9,25.7,.582,.583,.320,.583,.606,.598
144,Cam Reddish,reddica01,2020,2020,ATL,NBA,26.7,58,34,1551,6.4,16.6,3.9,9.1,2.5,7.5,3.0,3.8,1.1,5.4,6.5,2.6,1.9,0.8,2.9,4.0,18.3,.384,.428,.332,.459,.802,.500
145,Devonte' Graham,grahade01,2019,2020,CHO,NBA,26.5,109,56,2887,7.6,20.3,3.3,8.2,4.3,12.2,3.9,4.8,0.9,3.8,4.7,10.2,1.5,0.3,3.6,2.8,23.5,.375,.402,.357,.482,.810,.523
146,Tim Hardaway,hardati02,2014,2020,TOT,NBA,26.5,466,229,12331,8.9,21.2,5.2,10.6,3.8,10.6,3.8,4.7,0.7,4.3,5.0,3.5,1.2,0.3,2.1,3.2,25.4,.421,.488,.354,.509,.814,.546
147,Dario Šarić,saricda01,2017,2020,TOT,NBA,26.5,298,200,7903,7.9,18.1,5.2,10.4,2.8,7.8,3.4,4.1,2.9,8.2,11.2,3.8,1.1,0.4,3.0,3.9,22.0,.437,.499,.356,.514,.835,.553
148,Duncan Robinson,robindu01,2019,2020,MIA,NBA,26.4,80,61,2110,7.0,15.3,1.2,1.9,5.9,13.4,1.2,1.4,0.3,5.1,5.4,2.2,0.9,0.3,1.5,4.4,21.2,.461,.630,.438,.653,.881,.666
149,Taurean Waller-Prince,princta02,2017,2020,TOT,NBA,26.4,260,200,6854,7.5,18.1,4.1,9.0,3.3,9.1,2.7,3.3,1.0,6.8,7.9,3.5,1.7,0.8,3.3,3.9,21.0,.412,.459,.366,.504,.818,.536
150,Nenê Hilário,hilarne01,2003,2019,TOT,NBA,26.2,965,626,25237,8.4,15.3,8.4,15.2,0.0,0.1,5.1,7.8,3.4,8.3,11.7,3.5,2.1,1.4,3.4,5.9,21.9,.548,.551,.132,.548,.660,.585
