Rk,Player,Ind,From,To,Tm,Lg,MPG,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
259,Brandon Clarke,clarkbr01,2020,2020,MEM,NBA,21.7,50,3,1086,10.9,17.5,10.0,15.3,0.9,2.2,3.1,4.0,3.4,9.2,12.6,3.1,1.1,1.8,2.0,3.5,25.9,.623,.654,.404,.648,.785,.670
260,Bryn Forbes,forbebr01,2017,2020,SAS,NBA,21.7,261,155,5674,7.3,17.0,3.6,7.7,3.7,9.3,1.7,2.1,0.4,3.9,4.3,3.3,0.9,0.1,1.6,3.5,20.1,.431,.468,.400,.540,.801,.559
261,Mason Plumlee,plumlma01,2014,2020,TOT,NBA,21.6,524,257,11320,7.6,13.2,7.6,13.1,0.0,0.1,4.1,7.4,4.6,9.9,14.4,5.1,1.8,2.1,3.4,6.3,19.4,.574,.579,.065,.574,.563,.587
262,T.J. McConnell,mccontj01,2016,2020,TOT,NBA,21.5,377,75,8103,6.4,13.0,5.9,11.4,0.5,1.6,1.1,1.5,1.1,5.3,6.4,10.6,2.7,0.4,3.5,3.3,14.4,.492,.513,.335,.512,.778,.529
263,Rodney McGruder,mcgruro01,2017,2020,TOT,NBA,21.5,212,115,4564,5.1,12.4,3.1,6.4,2.0,6.0,1.2,1.9,2.1,5.0,7.1,3.1,1.2,0.4,1.6,3.7,13.5,.411,.481,.338,.493,.642,.509
264,E'Twaun Moore,mooreet01,2012,2020,TOT,NBA,21.4,566,189,12113,7.5,16.6,5.3,11.0,2.2,5.6,1.3,1.8,1.1,3.6,4.7,4.1,1.5,0.5,2.1,3.7,18.6,.455,.489,.390,.521,.737,.535
265,Miloš Teodosić,teodomi01,2018,2019,LAC,NBA,21.4,60,36,1284,6.3,15.1,2.6,5.3,3.7,9.8,1.6,2.0,0.7,4.6,5.4,9.1,1.0,0.2,4.5,4.9,18.0,.420,.496,.378,.543,.811,.563
266,Jerryd Bayless,bayleje01,2009,2019,TOT,NBA,21.3,586,99,12486,7.2,17.4,5.1,11.7,2.1,5.8,4.0,4.9,0.7,4.4,5.1,7.0,1.5,0.3,3.4,5.0,20.5,.411,.436,.361,.471,.818,.522
267,Frank Ntilikina,ntilila01,2018,2020,NYK,NBA,21.3,178,51,3797,5.3,14.4,3.6,9.1,1.6,5.3,1.6,2.0,0.9,4.0,5.0,7.0,1.9,0.6,3.3,5.5,13.7,.366,.398,.311,.423,.783,.450
268,Kent Bazemore,bazemke01,2013,2020,TOT,NBA,21.2,547,278,11584,7.1,17.3,4.7,10.2,2.5,7.0,3.3,4.6,0.8,6.6,7.4,4.2,2.4,1.1,3.4,4.6,20.1,.413,.456,.350,.484,.726,.520
269,Jeremy Lamb,lambje01,2013,2020,TOT,NBA,21.2,481,128,10196,9.1,20.4,6.7,13.4,2.4,7.1,3.8,4.5,1.2,7.4,8.7,3.7,1.7,0.8,2.0,3.8,24.4,.444,.500,.339,.503,.851,.544
270,Kelly Olynyk,olynyke01,2014,2020,TOT,NBA,21.2,492,100,10436,8.2,17.2,5.6,10.2,2.6,7.0,3.5,4.5,2.7,8.6,11.3,4.4,1.7,1.0,3.3,6.5,22.6,.478,.549,.375,.555,.773,.588
271,Amir Johnson,johnsam01,2006,2019,TOT,NBA,21.1,870,485,18323,7.2,12.6,6.9,11.7,0.3,0.9,2.5,3.7,4.8,8.4,13.2,3.0,1.5,2.4,2.6,7.3,17.2,.570,.588,.332,.582,.673,.602
272,Maxi Kleber,klebima01,2018,2020,DAL,NBA,21.1,209,75,4403,6.0,12.9,3.5,5.9,2.5,7.0,1.9,2.4,2.9,7.3,10.2,2.2,0.9,2.3,1.5,4.6,16.4,.465,.597,.354,.562,.803,.588
273,Patrick Patterson,pattepa01,2011,2020,TOT,NBA,21.1,673,99,14172,6.4,14.2,4.3,8.6,2.1,5.6,1.4,1.9,2.9,6.8,9.6,2.5,1.3,1.0,1.6,3.8,16.2,.448,.499,.369,.521,.752,.539
274,Wayne Ellington,ellinwa01,2010,2020,TOT,NBA,21.0,681,166,14278,7.0,17.2,3.4,7.7,3.6,9.5,1.7,2.0,0.8,4.5,5.2,2.7,1.3,0.2,1.6,2.8,19.3,.408,.446,.378,.513,.846,.534
275,Garrett Temple,templga01,2010,2020,TOT,NBA,21.0,569,243,11974,5.3,13.2,3.0,6.6,2.3,6.6,2.0,2.7,0.9,4.4,5.4,4.1,2.0,0.7,2.2,4.5,14.9,.403,.460,.347,.490,.733,.518
276,Terrance Ferguson,fergute01,2018,2020,OKC,NBA,20.9,185,123,3864,4.1,9.9,1.7,2.9,2.4,7.0,0.8,1.0,0.9,2.3,3.2,1.7,1.1,0.5,1.1,5.7,11.3,.412,.585,.340,.532,.763,.546
277,Montrezl Harrell,harremo01,2016,2020,TOT,NBA,20.9,318,25,6643,11.8,19.3,11.8,18.9,0.0,0.4,5.3,8.3,4.0,7.3,11.3,3.0,1.3,2.1,2.6,5.2,29.0,.614,.624,.100,.615,.638,.633
278,Juan Toscano-Anderson,toscaju01,2020,2020,GSW,NBA,20.9,13,6,272,5.1,11.1,3.7,7.0,1.4,4.0,0.5,0.9,1.6,7.6,9.1,4.6,2.3,0.9,2.8,5.3,12.1,.460,.525,.348,.524,.600,.529
279,Tyler Ulis,ulisty01,2017,2019,TOT,NBA,20.9,133,58,2782,6.8,17.0,5.8,13.1,1.1,3.9,2.4,3.0,0.8,3.1,3.8,9.2,2.0,0.2,3.5,3.3,17.2,.403,.439,.280,.435,.808,.469
280,Denzel Valentine,valende01,2017,2020,CHI,NBA,20.9,170,42,3559,6.9,17.2,3.3,7.3,3.6,9.9,0.8,1.1,0.9,7.6,8.5,4.8,1.7,0.3,2.4,4.4,18.2,.401,.448,.366,.506,.753,.516
281,Dante Cunningham,cunnida01,2010,2019,TOT,NBA,20.8,715,195,14875,6.1,12.9,5.3,10.8,0.7,2.1,1.3,2.0,2.7,6.4,9.1,1.7,1.6,1.1,1.2,4.2,14.1,.469,.494,.345,.498,.649,.513
282,Yogi Ferrell,ferreyo01,2017,2020,TOT,NBA,20.7,243,53,5030,6.8,16.2,4.1,8.8,2.7,7.4,2.4,2.9,0.6,4.4,5.1,5.6,1.5,0.3,2.1,3.3,18.8,.420,.466,.365,.504,.838,.537
283,Donte DiVincenzo,divindo01,2019,2020,MIL,NBA,20.6,86,22,1773,6.7,14.9,4.2,7.0,2.5,7.9,1.8,2.3,1.9,7.2,9.2,4.3,2.4,0.6,2.4,3.5,17.7,.450,.592,.322,.535,.767,.556
284,Andrew Harrison,harrian01,2017,2019,TOT,NBA,20.6,145,64,2987,5.4,14.4,3.8,8.9,1.6,5.5,5.0,6.4,0.9,4.0,4.9,6.8,1.6,0.8,3.0,6.3,17.3,.373,.422,.294,.429,.779,.503
285,James Johnson,johnsja01,2010,2020,TOT,NBA,20.6,634,220,13081,7.8,16.3,6.5,12.2,1.3,4.1,2.9,4.2,2.0,6.9,8.9,5.3,1.9,2.2,3.6,5.6,19.8,.477,.533,.310,.516,.693,.543
286,Stanley Johnson,johnsst04,2016,2020,TOT,NBA,20.5,305,64,6256,5.9,15.9,4.0,9.4,1.9,6.5,2.3,3.0,1.3,6.6,7.9,3.4,2.2,0.5,2.8,4.7,16.0,.372,.429,.291,.432,.765,.465
287,David Nwaba,nwabada01,2017,2020,TOT,NBA,20.5,161,37,3295,6.1,12.4,5.3,10.1,0.8,2.4,3.5,5.3,2.3,6.6,8.9,2.7,1.8,1.0,1.9,4.9,16.5,.492,.527,.344,.525,.661,.561
288,Jonathon Simmons,simmojo02,2016,2019,TOT,NBA,20.5,258,69,5298,7.4,16.6,6.0,12.4,1.4,4.3,4.0,5.3,1.2,4.7,5.8,4.5,1.5,0.6,3.2,4.8,20.1,.443,.487,.317,.484,.756,.530
289,Isaiah Canaan,canaais01,2014,2019,TOT,NBA,20.4,235,77,4799,6.3,17.0,2.6,6.3,3.7,10.7,3.2,3.9,0.6,3.8,4.5,4.6,1.5,0.2,2.7,3.7,19.6,.371,.404,.351,.481,.836,.524
290,Matthew Dellavedova,dellama01,2014,2020,TOT,NBA,20.4,434,92,8849,5.0,12.7,2.7,6.6,2.3,6.2,1.8,2.1,0.9,3.5,4.4,9.1,1.2,0.1,3.1,4.7,13.9,.389,.409,.368,.479,.838,.510
291,C.J. Miles,milescj01,2006,2020,TOT,NBA,20.4,848,303,17282,8.5,20.7,4.8,10.4,3.7,10.3,3.2,4.0,1.1,4.9,5.9,2.7,1.8,0.8,2.1,5.3,24.0,.411,.463,.358,.500,.809,.533
292,Darius Miller,milleda01,2013,2019,TOT,NBA,20.4,253,28,5161,4.9,11.8,1.8,3.7,3.1,8.1,1.4,1.7,0.5,3.5,4.0,3.3,1.0,0.6,1.5,4.8,14.4,.418,.495,.382,.548,.830,.572
293,Jahlil Okafor,okafoja01,2016,2020,TOT,NBA,20.4,218,114,4437,11.0,20.5,11.0,20.4,0.0,0.2,3.9,5.7,3.8,8.0,11.9,2.3,0.7,2.0,3.5,5.1,25.9,.536,.539,.235,.537,.674,.562
294,Bobby Portis,portibo01,2016,2020,TOT,NBA,20.4,315,54,6437,9.9,21.6,7.8,15.9,2.1,5.7,2.7,3.6,4.2,10.1,14.3,2.9,1.2,0.7,2.6,4.4,24.5,.456,.490,.360,.504,.754,.528
295,Omri Casspi,casspom01,2010,2019,TOT,NBA,20.3,588,145,11959,7.2,15.9,5.1,10.2,2.1,5.6,3.0,4.4,2.0,7.9,9.9,2.8,1.5,0.6,2.5,3.8,19.5,.454,.502,.368,.520,.678,.547
296,Cameron Johnson,johnsca02,2020,2020,PHO,NBA,20.3,49,1,996,6.5,15.4,2.1,4.6,4.3,10.9,1.7,2.2,1.9,4.8,6.7,2.5,1.4,0.8,1.4,3.4,18.9,.418,.469,.397,.558,.761,.576
297,Bismack Biyombo,biyombi01,2012,2020,TOT,NBA,20.2,636,271,12864,4.9,9.4,4.9,9.4,0.0,0.0,3.2,5.6,5.0,10.8,15.7,1.3,0.6,3.4,2.3,5.6,13.0,.520,.521,.000,.520,.575,.548
298,Dragan Bender,bendedr01,2017,2020,TOT,NBA,20.1,187,67,3755,4.7,11.9,2.4,4.7,2.3,7.2,1.1,1.7,1.4,7.7,9.2,3.0,0.7,1.3,2.6,4.7,12.9,.399,.518,.323,.497,.654,.512
299,Jalen Brunson,brunsja01,2019,2020,DAL,NBA,20.1,130,54,2613,8.3,17.7,6.3,12.1,2.0,5.6,2.7,3.6,0.9,4.7,5.6,7.8,1.1,0.1,2.9,3.7,21.2,.467,.520,.352,.523,.759,.551
300,Damyean Dotson,dotsoda01,2018,2020,NYK,NBA,20.1,165,42,3314,7.1,16.8,4.0,8.4,3.0,8.4,1.6,2.3,0.8,5.6,6.4,3.3,1.4,0.2,1.6,3.1,18.8,.419,.477,.361,.510,.721,.527
301,Ish Smith,smithis01,2011,2020,TOT,NBA,20.1,602,161,12088,8.1,18.8,7.1,15.6,1.0,3.2,1.8,2.7,0.9,5.2,6.0,9.6,1.8,0.6,3.1,3.2,19.1,.430,.453,.318,.457,.679,.476
302,James Ennis,ennisja01,2015,2020,TOT,NBA,20.0,339,95,6768,5.6,12.3,3.6,6.8,1.9,5.5,3.0,3.8,2.5,5.6,8.1,2.2,1.5,0.8,1.9,5.0,16.2,.453,.533,.354,.532,.795,.577
303,Doug McDermott,mcderdo01,2015,2020,TOT,NBA,20.0,403,14,8040,7.7,16.5,4.6,9.1,3.1,7.4,2.0,2.4,0.9,4.6,5.4,2.1,0.5,0.2,1.5,3.5,20.4,.465,.507,.413,.558,.825,.581
304,Troy Brown,browntr01,2019,2020,WAS,NBA,19.9,113,24,2249,6.8,15.4,5.3,11.0,1.5,4.5,2.5,3.4,2.1,7.7,9.8,4.6,2.0,0.2,2.0,3.5,17.6,.441,.483,.336,.489,.733,.519
305,Ed Davis,davised01,2011,2020,TOT,NBA,19.9,665,95,13221,6.7,11.8,6.7,11.8,0.0,0.0,2.8,4.8,5.9,11.2,17.1,2.0,1.3,2.1,2.0,6.4,16.2,.568,.568,.000,.568,.583,.582
306,Nik Stauskas,stausni01,2015,2019,TOT,NBA,19.9,335,63,6662,5.6,14.5,2.7,6.2,2.9,8.3,2.5,3.1,0.6,4.5,5.1,3.8,1.0,0.6,2.5,3.1,16.7,.389,.436,.353,.490,.814,.527
307,Allonzo Trier,trieral01,2019,2020,NYK,NBA,19.9,88,4,1750,7.8,17.2,5.8,12.1,2.0,5.1,5.9,7.3,1.0,5.2,6.2,4.1,0.9,0.5,3.8,4.0,23.4,.454,.483,.384,.510,.801,.574
308,Thomas Bryant,bryanth01,2018,2020,TOT,NBA,19.8,125,81,2469,9.6,15.8,8.5,12.7,1.1,3.1,3.5,4.6,3.6,10.3,14.0,3.2,0.8,1.9,2.1,4.1,23.7,.604,.667,.344,.637,.755,.662
309,Sekou Doumbouya,doumbse01,2020,2020,DET,NBA,19.8,38,19,754,6.0,15.4,4.2,9.0,1.8,6.4,2.0,3.0,1.3,6.4,7.7,1.2,1.3,0.5,2.3,5.2,15.9,.390,.464,.286,.449,.674,.474
310,Gerald Green,greenge01,2006,2019,TOT,NBA,19.8,658,118,13026,9.0,21.7,5.3,11.2,3.8,10.4,3.2,3.9,1.2,5.2,6.4,2.3,1.3,0.8,2.8,4.8,25.1,.417,.469,.361,.504,.818,.535
311,Chandler Hutchison,hutchch01,2019,2020,CHI,NBA,19.8,72,24,1422,6.0,13.1,5.1,10.1,0.9,3.0,2.3,3.9,1.7,8.3,10.0,2.0,1.7,0.4,1.8,3.6,15.2,.458,.507,.295,.492,.595,.514
312,Dejounte Murray,murrade01,2017,2020,SAS,NBA,19.8,177,106,3512,8.1,17.8,7.4,15.7,0.7,2.1,2.8,3.8,2.6,9.2,11.8,7.3,2.9,0.7,3.9,4.3,19.8,.456,.469,.354,.476,.739,.508
313,Delon Wright,wrighde01,2016,2020,TOT,NBA,19.8,263,23,5219,6.7,14.7,5.1,10.2,1.6,4.5,3.3,4.2,1.9,5.7,7.6,7.1,2.5,0.9,2.5,2.9,18.2,.451,.498,.345,.504,.794,.549
314,Reggie Bullock,bullore01,2014,2020,TOT,NBA,19.7,301,138,5924,6.4,14.9,3.1,6.3,3.3,8.6,1.3,1.6,0.8,4.4,5.3,2.9,1.3,0.3,1.4,2.8,17.4,.430,.491,.385,.542,.826,.560
315,John Henson,hensojo01,2013,2020,TOT,NBA,19.7,445,160,8752,8.3,15.4,8.2,14.9,0.1,0.5,2.8,5.0,4.6,9.1,13.7,2.9,1.2,3.7,2.9,5.8,19.6,.540,.549,.250,.544,.568,.557
316,Alex Len,lenal01,2014,2020,TOT,NBA,19.7,461,180,9095,7.4,15.0,6.9,13.5,0.5,1.5,4.1,5.9,5.0,10.3,15.3,2.1,1.0,2.4,3.0,6.5,19.5,.495,.513,.330,.511,.690,.552
317,Jordan McLaughlin,mclaujo01,2020,2020,MIN,NBA,19.7,30,2,590,6.8,14.0,4.6,8.0,2.3,6.0,2.0,3.1,0.6,3.3,3.9,9.8,2.7,0.3,2.4,2.4,18.0,.489,.569,.382,.570,.667,.587
318,Kyle Anderson,anderky01,2015,2020,TOT,NBA,19.6,359,160,7022,5.6,11.3,5.0,9.6,0.5,1.7,2.1,3.1,1.8,8.4,10.2,5.0,2.4,1.4,2.2,3.5,13.8,.492,.525,.307,.515,.698,.545
319,Ryan Arcidiacono,arcidry01,2018,2020,CHI,NBA,19.6,163,36,3195,4.5,10.3,2.3,4.4,2.2,5.9,1.8,2.2,0.7,4.6,5.4,6.1,1.6,0.1,1.7,4.3,12.9,.433,.512,.373,.539,.829,.574
320,J.J. Barea,bareajo01,2007,2020,TOT,NBA,19.6,828,105,16228,8.9,21.0,6.3,13.7,2.6,7.3,2.9,3.7,0.8,4.7,5.5,10.3,1.0,0.1,4.0,3.7,23.3,.424,.462,.352,.485,.794,.515
321,Justin Jackson,jacksju01,2018,2020,TOT,NBA,19.6,207,57,4049,6.3,14.6,4.1,7.6,2.3,7.0,1.5,1.9,1.2,5.3,6.5,2.6,0.9,0.4,1.0,2.9,16.4,.433,.532,.325,.511,.780,.531
322,Derrick Jones,jonesde02,2017,2020,TOT,NBA,19.6,163,45,3192,6.3,12.5,5.3,8.8,1.0,3.8,3.2,4.6,3.3,5.5,8.7,1.8,1.8,1.6,1.4,5.0,16.9,.505,.603,.276,.547,.690,.580
323,De'Anthony Melton,meltode01,2019,2020,TOT,NBA,19.6,102,39,1995,5.9,14.4,4.3,9.4,1.6,5.0,2.6,3.2,1.5,6.3,7.7,7.5,3.1,1.0,3.6,4.9,15.9,.407,.458,.311,.461,.806,.502
324,Anthony Tolliver,tollian01,2009,2020,TOT,NBA,19.6,711,101,13958,5.2,12.5,2.2,4.4,3.1,8.2,2.3,3.0,1.9,6.6,8.6,2.3,1.0,0.8,1.6,4.1,15.8,.415,.495,.373,.537,.771,.569
325,Kobi Simmons,simmoko01,2018,2019,TOT,NBA,19.5,33,12,645,6.3,14.8,5.4,11.8,0.9,3.1,2.0,2.0,1.1,2.8,3.9,5.3,1.4,0.4,3.4,4.8,15.4,.423,.460,.282,.452,1.000,.490
326,Matisse Thybulle,thybuma01,2020,2020,PHI,NBA,19.5,57,13,1110,4.2,10.2,2.0,4.0,2.2,6.2,1.1,1.8,1.5,2.2,3.8,3.1,3.5,1.8,2.0,5.3,11.7,.410,.500,.352,.517,.610,.530
327,DeAndre' Bembry,bembrde01,2017,2020,ATL,NBA,19.4,189,23,3672,6.1,13.7,5.1,10.0,1.0,3.7,1.8,3.0,1.4,6.8,8.2,4.6,2.4,1.0,3.4,4.3,15.0,.448,.513,.269,.484,.592,.500
328,Marquese Chriss,chrisma01,2017,2020,TOT,NBA,19.4,256,147,4965,7.4,16.2,5.9,11.1,1.5,5.1,3.5,5.2,3.2,8.9,12.1,2.7,1.7,2.1,3.2,6.5,19.7,.456,.532,.290,.501,.669,.533
329,Patty Mills,millspa02,2010,2020,TOT,NBA,19.4,668,56,12927,8.2,19.0,4.1,8.5,4.1,10.6,2.2,2.6,0.8,3.5,4.3,6.0,1.7,0.2,2.6,3.4,22.7,.430,.482,.389,.538,.851,.563
330,Wayne Selden,seldewa01,2017,2019,TOT,NBA,19.1,124,27,2367,7.1,17.0,4.7,10.2,2.3,6.8,2.6,3.6,1.1,4.1,5.3,3.9,1.2,0.4,3.0,4.4,19.1,.416,.465,.343,.485,.723,.513
331,Eric Mika,mikaer01,2020,2020,SAC,NBA,19.0,1,0,19,5.1,7.7,5.1,7.7,0.0,0.0,5.1,5.1,5.1,12.8,18.0,0.0,0.0,0.0,0.0,12.8,15.4,.667,.667,,.667,1.000,.773
332,Cody Martin,martico01,2020,2020,CHO,NBA,18.8,48,3,903,4.9,11.5,3.9,7.2,1.0,4.3,2.3,3.6,2.1,6.7,8.8,5.3,2.2,0.5,2.4,4.3,13.2,.430,.546,.234,.473,.646,.505
333,Richaun Holmes,holmeri01,2016,2020,TOT,NBA,18.7,265,57,4950,8.9,15.3,8.5,13.8,0.4,1.5,3.6,5.0,4.4,8.5,12.8,2.5,1.6,2.5,2.1,6.6,21.8,.584,.619,.257,.596,.724,.625
334,Dwight Powell,poweldw01,2015,2020,TOT,NBA,18.7,371,89,6956,7.6,13.5,6.9,11.0,0.7,2.5,4.6,6.2,3.9,8.4,12.3,2.6,1.8,1.2,1.8,5.6,20.6,.563,.625,.293,.591,.739,.633
335,Dāvis Bertāns,bertada01,2017,2020,TOT,NBA,18.6,274,32,5109,7.0,15.9,2.1,4.1,4.9,11.8,2.1,2.5,0.9,6.3,7.3,3.0,1.1,1.2,1.6,4.2,21.0,.441,.526,.411,.594,.849,.618
336,Aaron Holiday,holidaa01,2019,2020,IND,NBA,18.6,108,26,2014,7.4,18.4,4.5,10.4,3.0,8.0,2.5,3.0,0.6,4.2,4.8,6.8,1.6,0.6,2.8,4.2,20.3,.405,.430,.373,.486,.844,.517
337,Norman Powell,powelno01,2016,2020,TOR,NBA,18.6,299,86,5550,8.2,18.0,5.5,10.4,2.7,7.6,3.3,4.0,0.8,5.4,6.2,3.4,1.9,0.6,2.6,4.3,22.5,.457,.529,.359,.533,.816,.569
338,Dante Exum,exumda01,2015,2020,TOT,NBA,18.5,239,69,4429,5.8,14.2,3.9,8.0,1.9,6.2,2.4,3.1,1.0,3.9,4.9,5.8,1.1,0.5,3.5,4.9,15.9,.407,.484,.308,.474,.766,.509
339,Mario Hezonja,hezonma01,2016,2020,TOT,NBA,18.5,324,69,6003,6.9,16.5,4.7,9.8,2.1,6.7,2.5,3.1,1.2,7.0,8.2,3.3,1.9,0.7,3.0,4.4,18.4,.418,.484,.321,.483,.813,.516
340,Walt Lemon,lemonwa01,2018,2019,TOT,NBA,18.4,11,3,202,10.8,24.7,10.1,23.2,0.7,1.4,2.4,3.4,1.0,6.0,6.9,8.4,2.6,0.5,3.4,4.5,24.7,.437,.433,.500,.451,.714,.472
341,Shelvin Mack,macksh01,2012,2019,TOT,NBA,18.4,456,56,8392,7.1,16.7,5.2,11.1,1.8,5.6,2.2,3.0,0.7,4.7,5.4,8.6,1.8,0.1,3.4,3.4,18.2,.423,.470,.330,.478,.731,.504
342,Lance Thomas,thomala01,2012,2019,TOT,NBA,18.4,392,124,7225,5.2,12.5,4.1,9.6,1.1,3.0,2.7,3.4,2.1,5.1,7.1,1.8,1.0,0.4,1.8,4.7,14.3,.417,.428,.383,.463,.797,.510
343,Torrey Craig,craigto01,2018,2020,DEN,NBA,18.3,164,61,3001,5.2,11.6,3.4,5.8,1.9,5.8,1.5,2.2,2.9,6.1,9.0,2.2,1.1,1.5,1.4,5.7,13.8,.450,.580,.321,.530,.669,.548
344,Dewayne Dedmon,dedmode01,2014,2020,TOT,NBA,18.3,394,194,7195,6.8,13.2,5.7,10.0,1.1,3.2,2.5,3.4,4.2,11.9,16.1,1.9,1.5,2.3,2.6,6.8,17.2,.516,.574,.333,.556,.732,.584
345,Jalen McDaniels,mcdanja01,2020,2020,CHO,NBA,18.3,16,0,293,5.6,12.0,4.1,7.9,1.5,4.1,2.4,2.9,2.6,8.5,11.1,2.2,1.4,0.5,1.9,6.2,15.2,.471,.522,.375,.536,.824,.574
346,Donatas Motiejūnas,motiedo01,2013,2019,TOT,NBA,18.2,251,101,4566,7.9,16.9,6.6,12.5,1.3,4.4,2.7,4.5,3.2,7.1,10.3,2.9,1.3,0.9,3.1,5.8,19.9,.469,.529,.300,.508,.597,.526
347,Anfernee Simons,simonan01,2019,2020,POR,NBA,18.1,85,5,1541,7.4,18.2,4.8,10.5,2.6,7.7,2.6,3.3,0.9,4.1,5.0,3.3,0.8,0.3,2.2,4.3,20.0,.406,.456,.339,.478,.787,.509
348,Jerian Grant,grantje02,2016,2019,TOT,NBA,18.0,273,61,4918,5.9,14.3,4.2,9.0,1.7,5.4,3.3,4.3,0.9,4.4,5.3,8.1,2.1,0.3,2.7,4.1,16.9,.412,.465,.324,.473,.771,.520
349,Tyus Jones,jonesty01,2016,2020,TOT,NBA,18.0,312,40,5606,5.8,13.4,4.3,9.0,1.5,4.4,2.0,2.5,0.6,3.6,4.2,9.6,2.7,0.2,2.0,2.7,15.1,.431,.472,.345,.487,.803,.520
350,Trey Lyles,lylestr01,2016,2020,TOT,NBA,18.0,351,94,6322,7.8,18.0,5.3,10.7,2.5,7.3,2.6,3.7,2.2,9.6,11.8,3.0,1.1,1.0,2.4,4.1,20.7,.433,.496,.341,.502,.708,.527
351,Jonas Jerebko,jerebjo01,2010,2019,TOT,NBA,17.8,635,119,11323,6.6,14.5,4.8,9.5,1.8,5.0,2.7,3.5,3.4,7.9,11.4,2.4,1.5,0.7,2.0,5.5,17.7,.457,.507,.363,.520,.770,.554
352,Omari Spellman,spellom01,2019,2020,TOT,NBA,17.8,95,14,1691,6.3,15.0,3.8,8.4,2.4,6.6,2.9,3.8,4.1,7.3,11.5,2.6,1.6,1.4,2.4,3.6,17.9,.417,.458,.366,.498,.766,.536
353,Alex Caruso,carusal01,2018,2020,LAL,NBA,17.7,120,12,2125,5.3,12.2,3.6,7.8,1.7,4.5,2.9,3.8,1.1,4.3,5.4,5.7,2.4,0.8,2.9,4.3,15.1,.432,.464,.375,.500,.765,.544
354,Tim Frazier,fraziti01,2015,2020,TOT,NBA,17.7,272,81,4818,5.0,12.3,3.8,8.5,1.3,3.8,2.5,3.4,1.4,5.0,6.3,11.0,1.9,0.2,3.6,4.9,13.8,.408,.444,.329,.459,.735,.499
355,Rodions Kurucs,kurucro01,2019,2020,BRK,NBA,17.6,102,50,1795,6.9,15.4,4.7,8.8,2.2,6.6,2.4,3.2,2.0,7.1,9.1,2.3,1.5,0.7,3.0,5.6,18.4,.449,.536,.333,.521,.742,.547
356,Caleb Martin,martica02,2020,2020,CHO,NBA,17.6,18,1,317,5.8,13.3,2.7,7.4,3.2,5.8,2.7,3.3,1.6,4.4,6.0,3.6,1.9,1.1,2.4,5.1,17.5,.440,.362,.541,.560,.810,.595
357,Tyler Zeller,zellety01,2013,2019,TOT,NBA,17.6,412,166,7250,8.1,15.9,8.0,15.6,0.1,0.2,3.8,4.9,4.4,8.2,12.6,2.6,0.7,1.7,2.4,6.2,20.0,.509,.512,.286,.511,.764,.554
358,Wesley Iwundu,iwundwe01,2018,2020,ORL,NBA,17.5,175,43,3063,4.5,11.0,3.6,7.9,0.9,3.1,2.9,3.6,1.5,5.4,6.9,2.8,1.4,0.7,1.5,4.2,12.9,.413,.453,.307,.456,.796,.512
359,Skal Labissière,labissk01,2017,2020,TOT,NBA,17.5,148,42,2595,8.2,16.7,7.6,15.1,0.6,1.6,3.5,4.6,4.3,8.4,12.7,2.9,1.0,1.9,2.9,6.0,20.5,.492,.507,.353,.509,.748,.546
360,Glenn Robinson,robingl02,2015,2020,TOT,NBA,17.5,279,103,4887,6.4,14.0,4.7,9.3,1.8,4.7,2.1,2.7,1.9,5.3,7.3,2.2,1.4,0.6,1.4,2.6,16.7,.459,.503,.372,.521,.769,.549
361,Malik Beasley,beaslma01,2017,2020,TOT,NBA,17.4,220,33,3836,8.7,19.4,4.8,9.3,3.9,10.1,1.8,2.2,0.9,4.6,5.6,2.7,1.5,0.3,1.8,3.0,23.1,.448,.513,.388,.549,.800,.566
362,Sviatoslav Mykhailiuk,mykhasv01,2019,2020,TOT,NBA,17.4,98,27,1705,6.0,15.5,1.9,4.9,4.1,10.6,2.0,2.6,0.7,3.2,4.0,4.1,1.6,0.1,2.3,3.2,18.1,.389,.398,.385,.521,.767,.545
363,MarShon Brooks,brookma01,2012,2019,TOT,NBA,17.3,200,50,3456,9.3,20.8,7.7,16.0,1.7,4.8,3.9,5.2,2.0,4.4,6.4,4.3,1.8,0.6,3.8,4.1,24.2,.447,.478,.345,.487,.751,.523
364,JaVale McGee,mcgeeja01,2009,2020,TOT,NBA,17.3,694,310,12025,9.8,17.0,9.7,16.9,0.0,0.1,3.2,5.5,5.4,9.5,14.8,1.1,1.2,4.5,2.7,6.3,22.8,.575,.578,.152,.575,.592,.587
365,Shabazz Napier,napiesh01,2015,2020,TOT,NBA,17.3,340,54,5876,6.6,16.7,3.8,8.4,2.8,8.2,3.9,4.7,0.9,4.5,5.4,7.0,2.4,0.4,3.6,3.3,19.9,.397,.446,.346,.482,.815,.532
366,Daniel Theis,theisda01,2018,2020,BOS,NBA,17.3,187,62,3226,7.4,13.3,6.3,10.2,1.1,3.1,3.0,4.0,4.6,8.6,13.3,3.3,1.3,2.5,2.1,7.8,18.8,.554,.619,.340,.594,.753,.624
